994.0, 237.0, 97.0, 308.0
994.0, 239.0, 116.0, 304.0
994.0, 244.0, 138.0, 297.0
996.0, 250.0, 171.0, 285.0
1000.0, 247.0, 181.0, 286.0
1134.0, 249.0, 64.0, 278.0
1134.0, 244.0, 91.0, 286.0
1130.0, 239.0, 111.0, 287.0
1140.0, 236.0, 120.0, 288.0
1139.0, 237.0, 142.0, 286.0
1142.0, 240.0, 160.0, 285.0
1146.0, 240.0, 171.0, 286.0
1163.0, 239.0, 155.0, 279.0
1251.0, 232.0, 85.0, 249.0
1249.0, 228.0, 106.0, 271.0
1252.0, 228.0, 124.0, 272.0
1250.0, 232.0, 137.0, 266.0
1250.0, 237.0, 148.0, 255.0
1345.0, 236.0, 86.0, 246.0
1350.0, 238.0, 95.0, 248.0
1362.0, 238.0, 97.0, 247.0
1360.0, 236.0, 115.0, 250.0
1362.0, 240.0, 120.0, 247.0
1368.0, 238.0, 128.0, 240.0
1370.0, 242.0, 144.0, 238.0
1372.0, 242.0, 156.0, 235.0
1403.0, 241.0, 130.0, 228.0
1424.0, 242.0, 112.0, 230.0
1443.0, 234.0, 105.0, 236.0
1459.0, 233.0, 112.0, 242.0
1460.0, 237.0, 122.0, 232.0
1458.0, 242.0, 132.0, 224.0
1517.0, 244.0, 86.0, 219.0
1538.0, 243.0, 75.0, 221.0
1476.0, 233.0, 86.0, 190.0
1461.0, 263.0, 141.0, 200.0
1471.0, 293.0, 136.0, 172.0
1546.0, 249.0, 76.0, 214.0
1552.0, 246.0, 84.0, 218.0
1556.0, 246.0, 92.0, 203.0
1552.0, 256.0, 100.0, 210.0
1554.0, 252.0, 111.0, 208.0
1558.0, 256.0, 124.0, 202.0
1578.0, 252.0, 114.0, 202.0
1584.0, 256.0, 114.0, 197.0
1615.0, 255.0, 82.0, 196.0
1616.0, 256.0, 84.0, 198.0
1640.0, 256.0, 68.0, 158.0
1628.0, 261.0, 84.0, 191.0
1628.0, 351.0, 90.0, 100.0
1688.0, 254.0, 56.0, 194.0
1686.0, 253.0, 63.0, 196.0
1690.0, 247.0, 84.0, 203.0
1690.0, 274.0, 75.0, 176.0
1694.0, 263.0, 93.0, 185.0
1694.0, 261.0, 96.0, 184.0
1696.0, 252.0, 100.0, 198.0
1730.0, 253.0, 68.0, 168.0
1737.0, 249.0, 63.0, 169.0
1730.0, 248.0, 74.0, 174.0
1726.0, 247.0, 76.0, 184.0
1726.0, 250.0, 78.0, 182.0
1728.0, 247.0, 84.0, 186.0
1726.0, 243.0, 88.0, 184.0
1728.0, 248.0, 87.0, 177.0
1729.0, 268.0, 88.0, 157.0
1732.0, 283.0, 58.0, 142.0
1750.0, 245.0, 76.0, 175.0
1754.0, 244.0, 74.0, 177.0
1752.0, 239.0, 57.0, 183.0
1743.0, 238.0, 69.0, 184.0
1748.0, 238.0, 66.0, 184.0
1747.0, 238.0, 64.0, 184.0
1740.0, 240.0, 66.0, 176.0
1738.0, 238.0, 63.0, 172.0
1738.0, 238.0, 63.0, 169.0
1730.0, 266.0, 62.0, 147.0
1730.0, 245.0, 54.0, 168.0
1729.0, 238.0, 52.0, 168.0
1629.0, 359.0, 93.0, 92.0
1686.0, 223.0, 78.0, 182.0
1681.0, 221.0, 82.0, 183.0
1676.0, 223.0, 81.0, 187.0
1652.0, 223.0, 105.0, 190.0
1648.0, 224.0, 102.0, 184.0
1663.0, 227.0, 82.0, 177.0
1648.0, 228.0, 94.0, 179.0
1633.0, 266.0, 70.0, 152.0
1622.0, 272.0, 62.0, 144.0
1581.0, 319.0, 84.0, 101.0
1574.0, 265.0, 98.0, 155.0
1568.0, 222.0, 102.0, 198.0
1568.0, 219.0, 104.0, 201.0
1580.0, 218.0, 86.0, 201.0
1569.0, 216.0, 90.0, 210.0
1558.0, 221.0, 88.0, 208.0
1556.0, 222.0, 90.0, 202.0
1560.0, 225.0, 81.0, 198.0
1535.0, 223.0, 98.0, 200.0
1534.0, 227.0, 88.0, 195.0
1529.0, 224.0, 83.0, 190.0
1510.0, 220.0, 78.0, 218.0
1501.0, 220.0, 76.0, 221.0
1500.0, 222.0, 65.0, 220.0
1420.0, 220.0, 136.0, 224.0
1412.0, 218.0, 132.0, 229.0
1408.0, 219.0, 124.0, 230.0
1408.0, 216.0, 118.0, 233.0
1411.0, 214.0, 105.0, 236.0
1407.0, 214.0, 100.0, 244.0
1384.0, 216.0, 114.0, 242.0
1352.0, 218.0, 140.0, 248.0
1344.0, 221.0, 138.0, 250.0
1328.0, 223.0, 140.0, 252.0
1328.0, 222.0, 126.0, 254.0
1341.0, 220.0, 105.0, 250.0
1325.0, 218.0, 104.0, 261.0
1309.0, 217.0, 108.0, 262.0
1304.0, 219.0, 99.0, 257.0
1216.0, 222.0, 160.0, 256.0
1204.0, 221.0, 172.0, 257.0
1203.0, 217.0, 138.0, 262.0
1203.0, 216.0, 120.0, 262.0
1201.0, 220.0, 112.0, 258.0
1191.0, 213.0, 112.0, 274.0
1170.0, 214.0, 122.0, 282.0
1141.0, 219.0, 148.0, 273.0
1122.0, 222.0, 151.0, 263.0
1110.0, 226.0, 143.0, 274.0
1101.0, 228.0, 128.0, 272.0
1097.0, 230.0, 116.0, 278.0
1095.0, 224.0, 105.0, 284.0
1076.0, 224.0, 110.0, 291.0
963.0, 230.0, 168.0, 286.0
953.0, 231.0, 171.0, 292.0
942.0, 228.0, 167.0, 298.0
945.0, 227.0, 150.0, 302.0
947.0, 228.0, 110.0, 296.0
946.0, 224.0, 92.0, 304.0
910.0, 227.0, 118.0, 314.0
872.0, 230.0, 152.0, 320.0
848.0, 234.0, 165.0, 308.0
818.0, 237.0, 176.0, 312.0
818.0, 240.0, 160.0, 313.0
812.0, 243.0, 136.0, 312.0
814.0, 244.0, 98.0, 310.0
803.0, 241.0, 86.0, 316.0
780.0, 244.0, 91.0, 310.0
745.0, 248.0, 106.0, 309.0
691.0, 250.0, 159.0, 310.0
671.0, 255.0, 178.0, 313.0
652.0, 254.0, 196.0, 321.0
647.0, 255.0, 178.0, 325.0
647.0, 256.0, 117.0, 326.0
643.0, 253.0, 124.0, 328.0
641.0, 254.0, 84.0, 328.0
605.0, 255.0, 123.0, 337.0
575.0, 260.0, 150.0, 341.0
556.0, 263.0, 159.0, 332.0
541.0, 268.0, 158.0, 324.0
533.0, 274.0, 160.0, 328.0
531.0, 275.0, 158.0, 332.0
539.0, 276.0, 131.0, 326.0
532.0, 275.0, 113.0, 328.0
526.0, 273.0, 90.0, 335.0
506.0, 276.0, 82.0, 335.0
493.0, 277.0, 88.0, 328.0
480.0, 276.0, 96.0, 337.0
468.0, 277.0, 105.0, 338.0
467.0, 277.0, 103.0, 337.0
475.0, 276.0, 95.0, 340.0
492.0, 276.0, 76.0, 338.0
494.0, 276.0, 74.0, 334.0
491.0, 276.0, 75.0, 331.0
489.0, 274.0, 77.0, 330.0
488.0, 274.0, 76.0, 323.0
486.0, 274.0, 77.0, 319.0
487.0, 274.0, 74.0, 291.0
486.0, 274.0, 68.0, 265.0
486.0, 274.0, 73.0, 297.0
486.0, 274.0, 68.0, 268.0
486.0, 274.0, 71.0, 280.0
486.0, 274.0, 76.0, 298.0
486.0, 275.0, 72.0, 285.0
487.0, 274.0, 77.0, 322.0
